comments,url,address,zipCode,propertyCost,forSale,leaseEndsOn,lotSize,cashOnCash,initialInvestment,year,downPayment,annualizedReturnIn5Years,schoolRatings,roofstockRatingStars,nicheRating,nicheAreaFeel,nicheRentPercent,nicheOwnPercent,nicheMedianRent,nicheMedianHomeValue,nichePopulation,zillowEstimatedValue,"zillowRentEstimatePerMonth",zillowOwnerDescription,"zillowMedianNeighborHoodHomeValue",zillowLastSoldFor,zillowLastSoldOn
,"https://www.roofstock.com/investment-property-details/kansas%20city-missouri/403-elizabeth-st-grain-valley-64029/1751423","403 Elizabeth St Grain Valley MO 64029",64029,"$147,000 ","For Sale",3/31/21,"16,772","1.90%","$33,102 ",1965,"20%","10.70%","8 | 6 | 5",3.5,"B+","Suburban Rural Mix","27%","73%","$996 ","$177,600 ","17,769",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/8352-ash-grove-dr-camby-46113/1739105","8352 Ash Grove Dr Camby IN 46113",46113,"$179,500 ",---,11/10/20,"5,663","0.50%","$42,382 ",2005,"20%","5.90%","4 | 3 | 3",3.5,B-,"Sparse Suburban","26%","74%","$1,112 ","$143,900 ","15,663",,,,,,
,"https://www.roofstock.com/investment-property-details/atlanta-georgia/10815-mallard-dr-jonesboro-30238/1780341","10815 Mallard Dr Jonesboro GA 30238",30238,"$140,000",---,07/31/2021,"21,780","3.4%","$32,560",1972,"20%","13.3%","4 | 3 | 3",3.0,B-,"Suburban Rural Mix","42%","58%","$1,059","$97,100","39,110",,,,,,
,"https://www.roofstock.com/investment-property-details/augusta-georgia/6207-independence-way-grovetown-30813/1762716","6207 Independence Way Grovetown GA 30813",30813,-,---,01/17/2021,"7,841","1.2%","$49,060",2004,"20%","13.0%","8 | 5 | 7",3.5,A,"Suburban Rural Mix","26%","74%","$1,193","$175,800","44,065",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/308-e-7th-st-mishawaka-46544/1657877","308 E 7th St Mishawaka IN 46544",46544,"$90,999 ","For Sale",3/31/21,"6,098","5.40%","$92,553 ",1940,"100%","6.90%","2 | 5 | 3",3,A-,"Sparse Suburban","34%","66%","$735 ","$106,100 ","31,359",,,,,,
,"https://www.roofstock.com/investment-property-details/south%20carolina-south%20carolina/340-longfellows-ln-elgin-29045/1711951","340 Longfellows Ln Elgin SC 29045",29045,"$168,900 ","For Sale",M/M,"5,470","0.00%","$37,665 ",2013,"20%","10.80%","7 | 4 | 5",4.5,A-,"Suburban Rural Mix","21%","79%","$1,070 ","$154,200 ","25,814",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/19213-grassmere-way-edmond-73012/1710857","19213 Grassmere Way Edmond OK 73012",73012,"$226,710 ","For Sale",5/31/21,"10,703","-1.20%","$50,556 ",2008,"20%","13.80%","8 | 9 | 10",5,"A+",Rural,"18%","82%","$1,608 ","$229,800 ","37,639",,,,,,
,"https://www.roofstock.com/investment-property-details/orlando-florida/4503-carter-st-orlando-32811/1782531","4503 CARTER ST Orlando FL 32811",32811,"$164,900","For Sale",Vacant,"6,894","-1.0%","$36,773",2002,"20%","15.0%",,1.5,A-,"Urban Suburban Mix","76%","24%","$1,080 ","$86,800 ","41,246",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/520-n-caddell-way-mustang-73064/1710627","520 N Caddell Way Mustang OK 73064",73064,"$187,220 ","For Sale",2/28/21,"19,500","2.40%","$41,750 ",1998,"20%","16.80%","8 | 9 | 9",4,"B+","Sparse Suburban","23%","77%","$1,009 ","$159,100 ","23,526",,,,,,
,"https://www.roofstock.com/investment-property-details/kansas%20city-kansas/8325-overbrook-rd-leawood-66206/1780250","8325 Overbrook Rd Leawood KS 66206",66206,"$339,000 ","For Sale",1/31/21,"11,500","-0.60%","$78,273 ",1955,"20%","7.90%","9 | 9 | 9",,"A+","Sparse Suburban","10%","90%","$2,041 ","$410,200 ","10,781",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-indiana/368-calhoun-st-gary-46406/1779253","368 Calhoun St Gary IN 46406",46406,"$65,000 ",---,7/31/21,"5,489","17.90%","$15,041 ",1950,"20%","25.70%","3 | 3 | 3",1.5,"C+","Sparse Suburban","48%","52%","$792 ","$56,400 ","9,554",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-illinois/8139-s-merrill-ave-chicago-60617/1721286","8139 S Merrill Ave Chicago IL 60617",60617,"$167,900 ","For Sale",5/30/20,"3,570","8.80%","$37,442 ",1926,"20%","18.00%","1 | 1 | 3",2.5,B-,"Dense Suburban","43%","57%","$846 ","$131,500 ","82,534",,,,,,
,"https://www.roofstock.com/investment-property-details/dallas-texas/5509-soledad-dr-denton-76208/1779356","5509 Soledad Dr Denton TX 76208",76208,"$235,000 ","For Sale",Vacant,"2,475","-2.90%","$52,405 ",2012,"20%","12.80%","7 | 8 | 4",3.5,A,"Dense Suburban","35%","65%","$1,173 ","$248,600 ","24,687",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-illinois/17438-sauk-dr-lockport-60441/1724324","17438 Sauk Dr Lockport IL 60441",60441,"$158,000 ","For Sale",M/M,"1,307","-4.70%","$35,234 ",1996,"20%","6.40%","7 | 9 | 9",4.5,"B+","Suburban Rural Mix","19%","81%","$1,216 ","$213,700 ","35,415",,,,,,
,"https://www.roofstock.com/investment-property-details/texas-texas/5975-hidden-creek-ln-frisco-75036/1779368","5975 Hidden Creek Ln Frisco TX 75036",75036,"$389,900 ","For Sale",Vacant,"5,894","-7.20%","$86,948 ",2005,"20%","8.00%","10 | 10 | 9",5,,,,,,,na,,,,,,
,"https://www.roofstock.com/investment-property-details/new%20jersey-new%20jersey/815-cumberland-st-gloucester-city-08030/1780140","815 Cumberland St Gloucester City NJ 08030",8030,"$120,000 ","For Sale",2/28/21,"2,631","4.80%","$27,715 ",1900,"20%","17.80%","5 | 4 | 4",3,B-,"Sparse Suburban","32%","68%","$1,190 ","$125,400 ","13,269",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-indiana/4748-pine-ave-hammond-46327/1772513","4748 Pine Ave Hammond IN 46327",46327,"$89,000 ","For Sale",9/30/20,"6,500","4.90%","$20,380 ",1915,"20%","14.00%","2 | 2 | 2",2,B-,"Suburban Rural Mix","37%","63%","$842 ","$82,900 ","11,631",,,,,,
,"https://www.roofstock.com/investment-property-details/detroit-michigan/3816-spruce-st-inkster-48141/1736734","3816 Spruce St Inkster MI 48141",48141,"$54,000 ","For Sale",3/31/21,"4,225","7.50%","$57,710 ",1927,"100%","7.40%","3 | 3 | 3",2,C,"Dense Suburban","55%","45%","$834 ","$47,000 ","24,615",,,,,,
,"https://www.roofstock.com/investment-property-details/houston-texas/711-pine-crossing-ct-spring-77373/1755667","711 Pine Crossing Ct Spring TX 77373",77373,"$236,500 ","For Sale",Vacant,"11,367","-2.60%","$54,774 ",2003,"20%","13.80%","7 | 6 | 3",4,"B+",Rural,"29%","71%","$1,369 ","$147,200 ","59,093",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-indiana/504-shelby-st-hobart-46342/1774840","504 Shelby St Hobart IN 46342",46342,"$119,900 ","For Sale",Vacant,"6,751","6.10%","$26,738 ",1949,"20%","15.60%","7 | 6 | 5",3,B,"Sparse Suburban","23%","77%","$911 ","$131,100 ","30,634",,,,,,
,"https://www.roofstock.com/investment-property-details/indiana-indiana/3927-wingspread-cv-fort-wayne-46818/1774976","3927 Wingspread Cv Fort Wayne IN 46818",46818,"$145,000 ","For Sale",1/31/21,"7,150","3.00%","$32,335 ",2009,"20%","12.80%","7 | 4 | 3",3,A-,"Suburban Rural Mix","15%","85%","$873 ","$136,500 ","20,746",,,,,,
,"https://www.roofstock.com/investment-property-details/memphis-tennessee/1652-ontario-ave-memphis-38127/1751545","1652 Ontario Ave Memphis TN 38127",38127,"$75,000 ","For Sale",3/31/22,"20,000","7.80%","$17,393 ",1954,"20%","15.80%","7 | 1 | 2",1.5,C,"Sparse Suburban","54%","46%","$886 ","$58,200 ","44,227",,,,,,
,"https://www.roofstock.com/investment-property-details/memphis-tennessee/4014-oakshire-cv-memphis-38109/1743024","4014 Oakshire Cv Memphis TN 38109",38109,"$58,528","For Sale",11/02/2020,"6,201","7.8%","$61,909",1967,"100%","8.3%","4 | 4 | 2",1.5,C,Rural,"39%","61%","$859","$68,600","44,922",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-illinois/16776-artesian-ave-hazel-crest-60429/1761782","16776 Artesian Ave Hazel Crest IL 60429",60429,"$127,900","For Sale",03/31/2021,"6,000","6.8%","$29,113",1956,"20%","15.9%","3 | 3 | 1",3.0,"C+","Dense Suburban","36%","64%","$1,415","$111,500","15,387",,,,,,
,"https://www.roofstock.com/investment-property-details/north%20%20carolina-north%20carolina/2205-delta-pl-greensboro-27406/1749064","2205 Delta Pl Greensboro NC 27406",27406,"$113,005 ","For Sale",9/30/20,"6,970","4.90%","$27,116 ",1990,"20%","12.80%","6 | 4 | 4",2.5,"B+","Sparse Suburban","45%","55%","$808 ","$121,900 ","63,465",,,,,,
"Review. Downtown Atlanta.","https://www.roofstock.com/investment-property-details/atlanta-georgia/61-hammock-pl-se-atlanta-30312/1775154","61 Hammock Pl SE Atlanta GA 30312",30312,"$263,000 ","For Sale",1/1/21,"4,037","1.10%","$65,447 ",1996,"20%","9.90%","5 | 3 | 4",4,A,Urban,"65%","35%","$1,104 ","$263,700 ","22,275",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/3060-hidden-pine-dr-indianapolis-46235/1743664","3060 Hidden Pine Dr Indianapolis IN 46235",46235,"$149,500","For Sale",04/30/2021,"9,940","-1.7%","$36,716",2002,"20%","2.9%","3 | 3 | 2",2.0,B-,"Dense Suburban","54%","46%","$722","$104,900","32,327",,,,,,
,"https://www.roofstock.com/investment-property-details/dallas-texas/6407-birkdale-ln-frisco-75035/1779367","6407 Birkdale Ln Frisco TX 75035",75035,"$332,000 ","For Sale",Vacant,"8,712","-9.80%","$74,036 ",1998,"20%","7.30%","8 | 9 | 9",5,"A+","Sparse Suburban","20%","80%","$1,769 ","$327,900 ","69,802",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-indiana/2136-e-elm-st-griffith-46319/1763342","2136 E Elm St Griffith IN 46319",46319,"$139,500 ","For Sale",3/31/21,"12,589","9.70%","$35,791 ",1950,"20%","16.10%","1 | 1 | 1",2.5,"B+","Sparse Suburban","31%","69%","$892 ","$135,400 ","17,781",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-indiana/1541-michigan-st-hammond-46320/1775891","1541 Michigan St Hammond IN 46320",46320,"$75,000 ","For Sale",6/30/20,"4,560","8.80%","$22,637 ",1955,"20%","12.40%","4 | 2 | 1",1.5,B-,"Dense Suburban","58%","42%","$720 ","$71,400 ","13,703",,,,,,
,"https://www.roofstock.com/investment-property-details/houston-texas/3303-golden-willow-drive-houston-77339/1779344","3303 Golden Willow Drive Houston TX 77339",77339,"$215,000 ","For Sale",Vacant,"7,800","-8.00%","$47,945 ",1986,"20%","10.30%","5 | 7 | 9",4,A,"Dense Suburban","35%","65%","$1,298 ","$182,800 ","41,205",,,,,,
"Very bad schools. Very high property taxes( 37%). Not Selected.","https://www.roofstock.com/investment-property-details/chicago-illinois/633-yates-ave-calumet-city-60409/1771684","633 Yates Ave Calumet City IL 60409",60409,"$144,000 ","For Sale",2/28/21,"3,780","-0.50%","$32,670 ",1976,"20%","9.40%","2 | 2 | 1",2.5,"C+","Dense Suburban","46%","54%","$955 ","$103,800 ","36,955",,,,,,
,"https://www.roofstock.com/investment-property-details/kansas-kansas/3307-n-jackson-st-wichita-67204/1777314","3307 N Jackson St Wichita KS 67204",67204,"$99,500 ","For Sale",M/M,"6,098","6.80%","$22,189 ",2009,"20%","19.70%","2 | 1 | 1",2,"B+","Sparse Suburban","25%","75%","$724 ","$105,500 ","21,783",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-indiana/209-s-ash-st-hobart-46342/1776077","209 S Ash St Hobart IN 46342",46342,"$130,000 ","For Sale",8/31/20,"4,966","2.70%","$35,572 ",1937,"20%","8.20%","8 | 6 | 5",3.5,B,"Sparse Suburban","23%","77%","$911 ","$131,100 ","30,634",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-indiana/2418-diamond-ave-gary-46407/1774827","2418 Diamond Ave Gary IN 46407",46407,"$52,000 ","For Sale",8/31/20,"3,920","8.40%","$53,538 ",1952,"100%","9.50%","1 | 1 | 1",1.5,C-,"Sparse Suburban","60%","40%","$703 ","$50,300 ","11,345",,,,,,
"Roof breaking property taxes(31%) in Lexington. Not Selected.","https://www.roofstock.com/investment-property-details/south%20carolina-south%20carolina/116-riverbirch-rd-lexington-29072/1711962","116 Riverbirch Rd Lexington SC 29072",29072,"$191,000 ","For Sale",3/28/21,"8,276","-1.80%","$42,593 ",1999,"20%","9.30%","9 | 7 | 6",5,"A+","Sparse Suburban","20%","80%","$1,070 ","$217,600 ","60,081",,,,,,
,"https://www.roofstock.com/investment-property-details/detroit-michigan/11332-republic-ave-warren-48089/1722451","11332 Republic Ave Warren MI 48089",48089,"$87,000 ","For Sale",5/31/21,"4,792","7.60%","$25,264 ",1957,"20%","10.20%","3 | 4 | 2",2,"C+","Sparse Suburban","47%","53%","$948 ","$63,300 ","31,538",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-illinois/1366-woodview-ave-calumet-city-60409/1717043","1366 Woodview Ave Calumet City IL 60409",60409,"$87,000 ","For Sale",M/M,"5,900","0.40%","$20,001 ",1961,"20%","10.00%","1 | 2 | 5",2.5,"C+","Dense Suburban","46%","54%","$955 ","$103,800 ","36,955",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-illinois/21671-w-birch-st-lake-villa-60046/1763158","21671 W Birch St Lake Villa IL 60046",60046,"$99,950 ",,3/30/21,"6,827","-0.70%","$22,428 ",1938,"20%","9.50%","6 | 6 | 10",,A-,"Sparse Suburban","17%","83%","$1,234 ","$219,700 ","35,286",,,,,,
,"https://www.roofstock.com/investment-property-details/dallas-texas/9444-forest-hills-pl-dallas-75218/1772379","9444 Forest Hills Pl Dallas TX 75218",75218,"$449,000 ","For Sale",1/31/21,"15,499","-4.00%","$101,260 ",1951,"20%","11.70%","8 | 8 | 4",4.5,A,"Dense Suburban","34%","66%","$1,114 ","$303,500 ","21,576",,,,,,
,"https://www.roofstock.com/investment-property-details/columbus-ohio/8104-loden-ct-blacklick-43004/1739090","8104 Loden Ct Blacklick OH 43004",43004,"$195,000 ","For Sale",1/31/21,"8,370","0.30%","$43,485 ",1997,"20%","10.90%","7 | 6 | 4",4,A,"Sparse Suburban","25%","75%","$978 ","$177,600 ","26,139",,,,,,
,"https://www.roofstock.com/investment-property-details/san%20antonio-texas/3533-cliffside-dr-schertz-78108/1779377","3533 Cliffside Dr Schertz TX 78108",78108,"$190,000 ","For Sale",Vacant,"8,712","-0.60%","$42,370 ",1979,"20%","14.30%","6 | 9 | 7",4.5,A-,Rural,"18%","82%","$1,711 ","$213,100 ","37,359",,,,,,
,"https://www.roofstock.com/investment-property-details/missouri-missouri/1027-avant-dr-saint-louis-63137/1768092","1027 Avant Dr Saint Louis MO 63137",63137,"$93,600 ","For Sale",5/31/21,"6,726","9.10%","$23,529 ",1952,"20%","18.30%","2 | 1 | 1",2.5,C,"Sparse Suburban","48%","52%","$988 ","$61,300 ","20,039",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/102-n-munsie-st-indianapolis-46229/1757683","102 N Munsie St Indianapolis IN 46229",46229,"$129,000 ","For Sale",11/30/20,"6,186","5.90%","$32,476 ",1910,"20%","9.90%","6 | 2 | 2",3,B,"Sparse Suburban","40%","60%","$930 ","$113,300 ","28,755",,,,,,
,"https://www.roofstock.com/investment-property-details/dallas-texas/8408-freedom-way-north-richland-hills-76182/1779397","8408 Freedom Way North Richland Hills TX 76182",76182,"$499,900 ","For Sale",Vacant,"4,486","-6.60%","$111,478 ",2006,"20%","9.80%","9 | 10 | 7",4.5,A,Rural,"18%","82%","$1,163 ","$217,800 ","31,031",,,,,,
,"https://www.roofstock.com/investment-property-details/atlanta-georgia/4535-ranger-rd-stone-mountain-30083/1764586","4535 Ranger Rd Stone Mountain GA 30083",30083,"$195,000 ","For Sale",1/31/21,"39,204","1.20%","$43,908 ",1986,"20%","12.10%","4 | 4 | 4",3,B,"Dense Suburban","54%","46%","$977 ","$116,200 ","58,323",,,,,,
,"https://www.roofstock.com/investment-property-details/orlando-florida/3012-willow-bend-orlando-32808/1782532","3012 WILLOW BEND Orlando FL 32808",32808,"$198,000","For Sale",Vacant,"8,758","-3.5%","$44,154",1981,"20%","13.0%",,3.0,B,"Dense Suburban","61%","39%","$960 ","$97,400 ","57,443",,,,,,
,"https://www.roofstock.com/investment-property-details/dallas-texas/4504-lancelot-dr-plano-75024/1779369","4504 Lancelot Dr Plano TX 75024",75024,"$479,900","For Sale",Vacant,"9,147","-8.4%","$107,018",1997,"20%","8.4%","8 | 8 | 9",5.0,"A+",Urban,"57%","43%","$1,335","$382,100","42,876",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/1925-nw-176th-ter-edmond-73012/1710745","1925 NW 176th Ter Edmond OK 73012",73012,"$192,220 ","For Sale",4/9/21,"7,370","1.70%","$42,865 ",2001,"20%","16.20%","8 | 9 | 10",5,"A+",Rural,"18%","82%","$1,608 ","$229,800 ","37,639",,,,,,
,"https://www.roofstock.com/investment-property-details/north%20carolina-north%20carolina/1572-blacksmith-ln-greenville-27834/1749069","1572 Blacksmith Ln Greenville NC 27834",27834,"$145,000 ","For Sale",Vacant,"29,185","3.80%","$35,602 ",1979,"20%","15.10%","2 | 5 | 4",3.5,"B+","Dense Suburban","59%","41%","$754 ","$112,100 ","56,458",,,,,,
,"https://www.roofstock.com/investment-property-details/kansas%20city-kansas/10301-w-89th-ter-overland-park-66214/1751546","10301 W 89th Ter Overland Park KS 66214",66214,"$210,000 ","For Sale",10/31/20,"15,163","1.20%","$47,070 ",1950,"20%","10.10%","4 | 6 | 6",3,"A+","Dense Suburban","48%","52%","$871 ","$197,300 ","12,138",,,,,,
,"https://www.roofstock.com/investment-property-details/orlando-florida/2724-muscatello-orlando-32837/1782601","2724 MUSCATELLO Orlando FL 32837",32837,"$269,000","For Sale",Vacant,"7,874","-5.5%","$63,487",1991,"20%","10.0%",,3.5,A-,"Dense Suburban","44%","56%","$1,379","$222,100","54,051",,,,,,
"One Tall tree is in vicinity. Powerlines are going from the lot. Needs repairs. Not selected.","https://www.roofstock.com/investment-property-details/memphis-tennessee/4955-barkshire-dr-memphis-38141/1780854","4955 Barkshire Dr Memphis TN 38141",38141,"$115,000 ","For Sale",7/31/21,"9,060","3.80%","$27,268 ",1987,"20%","11.70%","2 | 5 | 2",3,"C+",Rural,"31%","69%","$1,216 ","$94,000 ","22,340",,,,,,
,"https://www.roofstock.com/investment-property-details/birmingham-alabama/5935-shane-cir-pinson-35126/1782777","5935 Shane Cir Pinson AL 35126",35126,"$149,900","For Sale",Vacant,"15,000","10.1%","$34,428",1983,"20%","19.0%",,4.0,B-,Rural,"16%","84%","$978","$145,600","20,825",,,,,,
,"https://www.roofstock.com/investment-property-details/missouri-missouri/1363-reale-ave-saint-louis-63138/1760656","1363 Reale Ave Saint Louis MO 63138",63138,"$89,000 ","For Sale",Vacant,"6,251","6.60%","$26,471 ",1957,"20%","12.80%","3 | 2 | 1",2.5,B-,"Dense Suburban","52%","48%","$777 ","$99,800 ","18,582",,,,,,
,"https://www.roofstock.com/investment-property-details/alabama-alabama/130-general-bullard-ave-mobile-36608/1779128","130 General Bullard Ave Mobile AL 36608",36608,"$119,900",---,12/31/2020,"21,592","1.2%","$30,028",1957,"20%","11.1%","6 | 7 | 6",3.5,A,"Dense Suburban","46%","54%","$862","$159,500","35,591",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/2251-salem-park-dr-indianapolis-46239/1743661","2251 Salem Park Dr Indianapolis IN 46239",46239,"$174,500","For Sale",05/31/2021,"5,401","-3.5%","$38,980",2002,"20%","3.4%","4 | 3 | 2",3.0,"B+",Rural,"15%","85%","$1,023","$152,900","29,584",,,,,,
,"https://www.roofstock.com/investment-property-details/missouri-missouri/200-ben-nevis-rd-saint-louis-63137/1775999","200 Ben Nevis Rd Saint Louis MO 63137",63137,"$62,000 ","For Sale",Vacant,"6,974","8.20%","$63,074 ",1954,"100%","10.20%","1 | 1 | 1",1.5,C,"Sparse Suburban","48%","52%","$988 ","$61,300 ","20,039",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/9204-stacy-lynn-ln-yukon-73099/1710726","9204 Stacy Lynn Ln Yukon OK 73099",73099,"$202,400 ","For Sale",12/25/21,"30,000","0.00%","$45,135 ",2004,"20%","14.80%","8 | 8 | 8",5,A-,"Sparse Suburban","25%","75%","$1,051 ","$162,500 ","68,676",,,,,,
,"https://www.roofstock.com/investment-property-details/illinois-illinois/318-amhurst-dr-o-fallon-62269/1775063","318 Amhurst Dr O Fallon IL 62269",62269,"$135,900 ","For Sale",12/31/20,"7,990","3.20%","$38,095 ",1959,"20%","10.80%","7 | 8 | 9",4,A,"Sparse Suburban","28%","72%","$1,006 ","$194,600 ","32,029",,,,,,
,"https://www.roofstock.com/investment-property-details/orlando-florida/104-alcala-dr-kissimmee-34758/1782536","104 Alcala Dr Kissimmee FL 34758",34758,"$205,000","For Sale",Vacant,"10,890","-5.7%","$45,715",1996,"20%","11.2%",,3.0,B-,Rural,"31%","69%","$1,207 ","$164,200 ","41,094",,,,,,
,"https://www.roofstock.com/investment-property-details/georgia-georgia/4808-josephine-st-columbus-31907/1780003","4808 Josephine St Columbus GA 31907",31907,"$60,000","For Sale",M/M,"11,326","7.1%","$66,691",1958,"100%","6.5%","2 | 1 | 3",2.5,B-,"Sparse Suburban","45%","55%","$884","$110,000","56,663",,,,,,
,"https://www.roofstock.com/investment-property-details/illinois-illinois/19-s-56th-st-belleville-62226/1779473","19 S 56th St Belleville IL 62226",62226,"$95,000","For Sale",M/M,"10,650","7.1%","$23,582",1954,"20%","16.8%","4 | 5 | 8",3.0,A-,"Sparse Suburban","35%","65%","$817","$117,800","28,666",,,,,,
,"https://www.roofstock.com/investment-property-details/houston-texas/4541-stassen-st-houston-77051/1740275","4541 Stassen St Houston TX 77051",77051,"$130,000 ","For Sale",4/26/21,"5,000","2.80%","$28,990 ",1944,"20%","19.00%","4 | 2 | 2",1.5,"C+","Dense Suburban","59%","41%","$805 ","$76,500 ","17,052",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/1836-parkridge-dr-norman-73071/1710664","1836 Parkridge Dr Norman OK 73071",73071,"$159,940 ","For Sale",7/31/21,"6,534","0.60%","$35,667 ",2002,"20%","15.30%","2 | 4 | 9",3,A,"Dense Suburban","54%","46%","$880 ","$146,000 ","42,656",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/820-prairie-dunes-way-edmond-73003/1710599","820 Prairie Dunes Way Edmond OK 73003",73003,"$255,000 ","For Sale",11/28/20,"10,206","-4.60%","$56,865 ",2004,"20%","11.10%","7 | 10 | 10",5,A,"Sparse Suburban","41%","59%","$1,069 ","$165,100 ","24,147",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/109-stonebrook-way-edmond-73003/1710614","109 Stonebrook Way Edmond OK 73003",73003,"$247,940 ","For Sale",5/31/20,"7,919","-0.20%","$55,291 ",2002,"20%","14.70%","7 | 10 | 10",5,A,"Sparse Suburban","41%","59%","$1,069 ","$165,100 ","24,147",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/1177-kenwood-dr-greenwood-46143/1743663","1177 Kenwood Dr Greenwood IN 46143",46143,"$135,000",---,06/30/2021,"3,311","3.7%","$31,389",1998,"20%","9.2%","6 | 7 | 6",4.0,A,"Dense Suburban","34%","66%","$970","$179,400","56,217",,,,,,
,"https://www.roofstock.com/investment-property-details/texas-texas/10604-cochron-dr-mckinney-75072/1779380","10604 Cochron Dr McKinney TX 75072",75072,"$330,000 ","For Sale",Vacant,"4,791","-5.80%","$73,590 ",2007,"20%","9.10%","9 | 9 | 8",5,,,,,,,na,,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/12520-williamsport-ave-oklahoma-city-73120/1710660","12520 Williamsport Ave Oklahoma City OK 73120",73120,"$191,290 ","For Sale",7/31/20,"7,344","0.90%","$42,658 ",2009,"20%","15.50%","1 | 2 | 4",3.5,A,"Dense Suburban","47%","53%","$827 ","$166,300 ","35,771",,,,,,
,"https://www.roofstock.com/investment-property-details/cleveland-ohio/3435-brookview-blvd-parma-44134/1770579","3435 Brookview Blvd Parma OH 44134",44134,"$132,000",---,M/M,"4,399","3.7%","$37,631",1928,"20%","5.8%","4 | 7 | 3",3.5,B-,"Dense Suburban","23%","77%","$870","$109,700","37,533",,,,,,
,"https://www.roofstock.com/investment-property-details/birmingham-alabama/1004-shelton-st-birmingham-35215/1727160","1004 Shelton St Birmingham AL 35215",35215,"$99,900 ","For Sale",2/26/21,"14,810","2.20%","$22,690 ",1955,"20%","12.20%","2 | 2 | 3",2.5,"C+","Sparse Suburban","45%","55%","$850 ","$100,300 ","48,483",,,,,,
,"https://www.roofstock.com/investment-property-details/detroit-michigan/1126-magnolia-dr-inkster-48141/1762719","1126 Magnolia Dr Inkster MI 48141",48141,"$90,000 ","For Sale",9/30/20,"7,449","3.70%","$22,607 ",1952,"20%","9.30%","4 | 3 | 8",2,C,"Dense Suburban","55%","45%","$834 ","$47,000 ","24,615",,,,,,
,"https://www.roofstock.com/investment-property-details/augusta-georgia/619-ventana-dr-evans-30809/1762675","619 Ventana Dr Evans GA 30809",30809,"$209,900 ","For Sale",3/21/21,"9,148","2.30%","$46,808 ",2006,"20%","14.00%","8 | 6 | 8",5,A,Rural,"16%","84%","$1,390 ","$249,000 ","45,542",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-indiana/6941-alexander-ave-hammond-46323/1760563","6941 Alexander Ave Hammond IN 46323",46323,"$149,500 ","For Sale",3/31/21,"6,731","7.40%","$37,171 ",1928,"20%","14.60%","3 | 4 | 1",2.5,B,"Sparse Suburban","35%","65%","$943 ","$92,100 ","22,185",,,,,,
,"https://www.roofstock.com/investment-property-details/san%20antonio-texas/9708-autumn-arbor-converse-78109/1753450","9708 Autumn Arbor Converse TX 78109",78109,"$196,950 ","For Sale",6/30/21,"4,748","-1.20%","$44,828 ",2005,"20%","13.30%","7 | 5 | 9",3.5,"B+","Sparse Suburban","28%","72%","$1,216 ","$148,300 ","40,011",,,,,,
,"https://www.roofstock.com/investment-property-details/indiana-indiana/4232-timber-creek-pkwy-new-haven-46774/1774975","4232 Timber Creek Pkwy New Haven IN 46774",46774,"$160,000 ","For Sale",1/31/21,"7,080","2.60%","$35,680 ",2012,"20%","12.50%","4 | 3 | 2",3.5,B,"Sparse Suburban","21%","79%","$856 ","$112,000 ","17,456",,,,,,
,"https://www.roofstock.com/investment-property-details/san%20antonio-texas/8523-timber-west-st-san-antonio-78250/1779348","8523 Timber West St San Antonio TX 78250",78250,"$225,000 ","For Sale",Vacant,"8,400","-6.60%","$50,175 ",1981,"20%","9.50%","6 | 5 | 6",4,A-,"Sparse Suburban","24%","76%","$1,172 ","$143,700 ","60,967",,,,,,
,"https://www.roofstock.com/investment-property-details/cincinnati-ohio/10142-pippin-meadows-dr-cincinnati-45231/1739087","10142 Pippin Meadows Dr Cincinnati OH 45231",45231,"$199,900","For Sale",04/30/2021,"9,496","1.7%","$44,875",1998,"20%","11.3%","3 | 3 | 2",3.0,B,"Sparse Suburban","32%","68%","$838","$107,100","40,071",,,,,,
